Index,Year,Sport,Gender,Event,Athlete,Medal,City,Country,Team,Code,Birthdate
32883,2008,Baseball,M,Team,Matt LaPorta,BRONZE,Beijing,China,United States,USA,
32884,2008,Baseball,M,Team,Lou Marson,BRONZE,Beijing,China,United States,USA,
32885,2008,Baseball,M,Team,Dexter Fowler,BRONZE,Beijing,China,United States,USA,
32886,2008,Baseball,M,Team,John Gall,BRONZE,Beijing,China,United States,USA,
32887,2008,Baseball,M,Team,Mike Hessman,BRONZE,Beijing,China,United States,USA,
32888,2008,Baseball,M,Team,Kevin Jepsen,BRONZE,Beijing,China,United States,USA,
32889,2008,Baseball,M,Team,Brandon Knight,BRONZE,Beijing,China,United States,USA,
32890,2008,Baseball,M,Team,Michael Koplove,BRONZE,Beijing,China,United States,USA,
32891,2008,Baseball,M,Team,Matt Brown,BRONZE,Beijing,China,United States,USA,
32892,2008,Baseball,M,Team,Brett Anderson,BRONZE,Beijing,China,United States,USA,
32893,2008,Baseball,M,Team,Jake Arrieta,BRONZE,Beijing,China,United States,USA,
32894,2008,Baseball,M,Team,Brian Barden,BRONZE,Beijing,China,United States,USA,
32895,2008,Baseball,M,Team,Trevor Cahill,BRONZE,Beijing,China,United States,USA,
32896,2008,Baseball,M,Team,Jason Donald,BRONZE,Beijing,China,United States,USA,
32897,2008,Baseball,M,Team,Brian Duensing,BRONZE,Beijing,China,United States,USA,
32898,2008,Baseball,M,Team,Jeremy Cummings,BRONZE,Beijing,China,United States,USA,
32899,2008,Baseball,M,Team,Casey Weathers,BRONZE,Beijing,China,United States,USA,
32900,2008,Basketball,M,Team,Deron Williams,GOLD,Beijing,China,United States,USA,
32901,2008,Basketball,M,Team,Carmelo Anthony,GOLD,Beijing,China,United States,USA,
32902,2008,Basketball,M,Team,Carlos Boozer,GOLD,Beijing,China,United States,USA,
32903,2008,Basketball,M,Team,Chris Bosh,GOLD,Beijing,China,United States,USA,
32904,2008,Basketball,M,Team,Kobe Bryant,GOLD,Beijing,China,United States,USA,
32905,2008,Basketball,M,Team,Jason Kidd,GOLD,Beijing,China,United States,USA,
32906,2008,Basketball,M,Team,Lebron James,GOLD,Beijing,China,United States,USA,
32907,2008,Basketball,M,Team,Dwight Howard,GOLD,Beijing,China,United States,USA,
32908,2008,Basketball,M,Team,Chris Paul,GOLD,Beijing,China,United States,USA,
32909,2008,Basketball,M,Team,Michael Redd,GOLD,Beijing,China,United States,USA,
32910,2008,Basketball,M,Team,Tayshaun Prince,GOLD,Beijing,China,United States,USA,
32911,2008,Basketball,M,Team,Dwyane Wade,GOLD,Beijing,China,United States,USA,
32912,2008,Basketball,M,Team,José Calderón,SILVER,Beijing,China,Spain,ESP,
32913,2008,Basketball,M,Team,Juan Carlos Navarro,SILVER,Beijing,China,Spain,ESP,
32914,2008,Basketball,M,Team,Rudy Fernández,SILVER,Beijing,China,Spain,ESP,
32915,2008,Basketball,M,Team,Jorge Garbajosa,SILVER,Beijing,China,Spain,ESP,
32916,2008,Basketball,M,Team,Marc Gasol,SILVER,Beijing,China,Spain,ESP,
32917,2008,Basketball,M,Team,Pau Gasol,SILVER,Beijing,China,Spain,ESP,
32918,2008,Basketball,M,Team,Carlos Jiménez,SILVER,Beijing,China,Spain,ESP,
32919,2008,Basketball,M,Team,Raúl López,SILVER,Beijing,China,Spain,ESP,
32920,2008,Basketball,M,Team,Álex Mumbrú,SILVER,Beijing,China,Spain,ESP,
32921,2008,Basketball,M,Team,Felipe Reyes,SILVER,Beijing,China,Spain,ESP,
32922,2008,Basketball,M,Team,Berni Rodríguez,SILVER,Beijing,China,Spain,ESP,
32923,2008,Basketball,M,Team,Ricky Rubio,SILVER,Beijing,China,Spain,ESP,
32924,2008,Basketball,M,Team,Carlos Delfino,BRONZE,Beijing,China,Argentina,ARG,
32925,2008,Basketball,M,Team,Manu Ginóbili,BRONZE,Beijing,China,Argentina,ARG,
32926,2008,Basketball,M,Team,Román González,BRONZE,Beijing,China,Argentina,ARG,
32927,2008,Basketball,M,Team,Leonardo Gutiérrez,BRONZE,Beijing,China,Argentina,ARG,
32928,2008,Basketball,M,Team,Federico Kammerichs,BRONZE,Beijing,China,Argentina,ARG,
32929,2008,Basketball,M,Team,Andres Nocioni,BRONZE,Beijing,China,Argentina,ARG,
32930,2008,Basketball,M,Team,Fabricio Oberto,BRONZE,Beijing,China,Argentina,ARG,
32931,2008,Basketball,M,Team,Juan Pedro Gutiérrez,BRONZE,Beijing,China,Argentina,ARG,
32932,2008,Basketball,M,Team,Antonio Porta,BRONZE,Beijing,China,Argentina,ARG,
32933,2008,Basketball,M,Team,Pablo Prigioni,BRONZE,Beijing,China,Argentina,ARG,
32934,2008,Basketball,M,Team,Paolo Quinteros,BRONZE,Beijing,China,Argentina,ARG,
32935,2008,Basketball,M,Team,Luis Scola,BRONZE,Beijing,China,Argentina,ARG,
32936,2008,Basketball,F,Team,Tina Thompson,GOLD,Beijing,China,United States,USA,
32937,2008,Basketball,F,Team,Diana Taurasi,GOLD,Beijing,China,United States,USA,
32938,2008,Basketball,F,Team,Cappie Pondexter,GOLD,Beijing,China,United States,USA,
32939,2008,Basketball,F,Team,Katie Smith,GOLD,Beijing,China,United States,USA,
32940,2008,Basketball,F,Team,Candace Parker,GOLD,Beijing,China,United States,USA,
32941,2008,Basketball,F,Team,Delisha Milton,GOLD,Beijing,China,United States,USA,
32942,2008,Basketball,F,Team,Kara Lawson,GOLD,Beijing,China,United States,USA,
32943,2008,Basketball,F,Team,Lisa Leslie,GOLD,Beijing,China,United States,USA,
32944,2008,Basketball,F,Team,Sylvia Fowles,GOLD,Beijing,China,United States,USA,
32945,2008,Basketball,F,Team,Sue Bird,GOLD,Beijing,China,United States,USA,
32946,2008,Basketball,F,Team,Seimone Augustus,GOLD,Beijing,China,United States,USA,
32947,2008,Basketball,F,Team,Tamika Catchings,GOLD,Beijing,China,United States,USA,
32948,2008,Basketball,F,Team,Lauren Jackson,SILVER,Beijing,China,Australia,AUS,
32949,2008,Basketball,F,Team,Kristi Harrower,SILVER,Beijing,China,Australia,AUS,
32950,2008,Basketball,F,Team,Hollie Grima,SILVER,Beijing,China,Australia,AUS,
32951,2008,Basketball,F,Team,Suzy Batkovic,SILVER,Beijing,China,Australia,AUS,
32952,2008,Basketball,F,Team,Tully Bevilaqua,SILVER,Beijing,China,Australia,AUS,
32953,2008,Basketball,F,Team,Rohanee Cox,SILVER,Beijing,China,Australia,AUS,
32954,2008,Basketball,F,Team,Laura Summerton,SILVER,Beijing,China,Australia,AUS,
32955,2008,Basketball,F,Team,Penny Taylor,SILVER,Beijing,China,Australia,AUS,
32956,2008,Basketball,F,Team,Jenni Screen,SILVER,Beijing,China,Australia,AUS,
32957,2008,Basketball,F,Team,Belinda Snell,SILVER,Beijing,China,Australia,AUS,
32958,2008,Basketball,F,Team,Erin Phillips,SILVER,Beijing,China,Australia,AUS,
32959,2008,Basketball,F,Team,Emma Randall,SILVER,Beijing,China,Australia,AUS,
32960,2008,Basketball,F,Team,Natalia Vodopyanova,BRONZE,Beijing,China,Russia,RUS,
32961,2008,Basketball,F,Team,Irina Sokolovskaya,BRONZE,Beijing,China,Russia,RUS,
32962,2008,Basketball,F,Team,Maria Stepanova,BRONZE,Beijing,China,Russia,RUS,
32963,2008,Basketball,F,Team,Oxana Rakhmatulina,BRONZE,Beijing,China,Russia,RUS,
32964,2008,Basketball,F,Team,Tatyana Shchelkanova,BRONZE,Beijing,China,Russia,RUS,
32965,2008,Basketball,F,Team,Ekaterina Lisina,BRONZE,Beijing,China,Russia,RUS,
32966,2008,Basketball,F,Team,Marina Kuzina,BRONZE,Beijing,China,Russia,RUS,
32967,2008,Basketball,F,Team,Irina Osipova,BRONZE,Beijing,China,Russia,RUS,
32968,2008,Basketball,F,Team,Becky Hammon,BRONZE,Beijing,China,Russia,RUS,
32969,2008,Basketball,F,Team,Marina Karpunina,BRONZE,Beijing,China,Russia,RUS,
32970,2008,Basketball,F,Team,Ilona Korstin,BRONZE,Beijing,China,Russia,RUS,
32971,2008,Basketball,F,Team,Svetlana Abrosimova,BRONZE,Beijing,China,Russia,RUS,
32972,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Todd Rogers,GOLD,Beijing,China,United States,USA,
32973,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Philip Dalhausser,GOLD,Beijing,China,United States,USA,
32974,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Fabio Magalhaes,SILVER,Beijing,China,Brazil,BRA,
32975,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Marcio Araujo,SILVER,Beijing,China,Brazil,BRA,
32976,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Emanuel Rego,BRONZE,Beijing,China,Brazil,BRA,
32977,2008,Beach Volleyball,M,Beach Volleyball (Pairs),Ricardo Santos,BRONZE,Beijing,China,Brazil,BRA,
32978,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Misty May,GOLD,Beijing,China,United States,USA,
32979,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Kerri Walsh,GOLD,Beijing,China,United States,USA,
32980,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Wang Jie,SILVER,Beijing,China,China,CHN,
32981,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Tian Jia,SILVER,Beijing,China,China,CHN,
32982,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Xue Chen,BRONZE,Beijing,China,China,CHN,
32983,2008,Beach Volleyball,F,Beach Volleyball (Pairs),Zhang Xi,BRONZE,Beijing,China,China,CHN,
32984,2008,Boxing,M,Light Flyweight,Zou Shiming,GOLD,Beijing,China,China,CHN,
32985,2008,Boxing,M,Light Flyweight,Serdamba Purevdorj,SILVER,Beijing,China,Mongolia,MNG,
32986,2008,Boxing,M,Light Flyweight,Yampier Hernandez,BRONZE,Beijing,China,Cuba,CUB,
32987,2008,Boxing,M,Light Flyweight,Paddy Barnes,BRONZE,Beijing,China,Ireland,IRL,
32988,2008,Boxing,M,Flyweight,Somjit Jongjohor,GOLD,Beijing,China,Thailand,THA,
32989,2008,Boxing,M,Flyweight,Andry Laffita,SILVER,Beijing,China,Cuba,CUB,
32990,2008,Boxing,M,Flyweight,Georgy Balakshin,BRONZE,Beijing,China,Russia,RUS,
32991,2008,Boxing,M,Flyweight,Vincenzo Picardi,BRONZE,Beijing,China,Italy,ITA,
32992,2008,Boxing,M,Bantamweight,Enkhbatyn Badar Uugan,GOLD,Beijing,China,Mongolia,MNG,
32993,2008,Boxing,M,Bantamweight,Yankiel LeonAlarcon,SILVER,Beijing,China,Cuba,CUB,
32994,2008,Boxing,M,Bantamweight,Veaceslav Gojan,BRONZE,Beijing,China,Moldova,MDA,
32995,2008,Boxing,M,Bantamweight,Bruno Julie,BRONZE,Beijing,China,Mauritius,MUS,
32996,2008,Boxing,M,Featherweight,Vasyl Lomachenko,GOLD,Beijing,China,Ukraine,UKR,
32997,2008,Boxing,M,Featherweight,Khedafi Djelkhir,SILVER,Beijing,China,France,FRA,
32998,2008,Boxing,M,Featherweight,Shahin Imranov,BRONZE,Beijing,China,Azerbaijan,AZE,
32999,2008,Boxing,M,Featherweight,Yakup Kilic,BRONZE,Beijing,China,Turkey,TUR,
33000,2008,Boxing,M,Lightweight,Alexey Tishchenko,GOLD,Beijing,China,Russia,RUS,
33001,2008,Boxing,M,Lightweight,Daouda Sow,SILVER,Beijing,China,France,FRA,
33002,2008,Boxing,M,Lightweight,Yordenis Ugas,BRONZE,Beijing,China,Cuba,CUB,
33003,2008,Boxing,M,Lightweight,Hrachik Javakhyan,BRONZE,Beijing,China,Armenia,ARM,
33004,2008,Boxing,M,Light Welterweight,Manuel Diaz,GOLD,Beijing,China,Dominican Republic,DOM,
33005,2008,Boxing,M,Light Welterweight,Manus Boonjumnong,SILVER,Beijing,China,Thailand,THA,
33006,2008,Boxing,M,Light Welterweight,Alexis Vastine,BRONZE,Beijing,China,France,FRA,
33007,2008,Boxing,M,Light Welterweight,Roniel Iglesias,BRONZE,Beijing,China,Cuba,CUB,
33008,2008,Boxing,M,Welterweight,Bakhyt Sarsekbayev,GOLD,Beijing,China,Kazakhstan,KAZ,
33009,2008,Boxing,M,Welterweight,Carlos BanteauxSuarez,SILVER,Beijing,China,Cuba,CUB,
33010,2008,Boxing,M,Welterweight,Hanati Silamu,BRONZE,Beijing,China,China,CHN,
33011,2008,Boxing,M,Welterweight,Kim JungJoo,BRONZE,Beijing,China,South Korea,KOR,
33012,2008,Boxing,M,Middleweight,James DeGale,GOLD,Beijing,China,Great Britain,GBR,
33013,2008,Boxing,M,Middleweight,Emilio Correa,SILVER,Beijing,China,Cuba,CUB,
33014,2008,Boxing,M,Middleweight,Vijender Kumar,BRONZE,Beijing,China,India,IND,
33015,2008,Boxing,M,Middleweight,Darren Sutherland,BRONZE,Beijing,China,Ireland,IRL,
33016,2008,Boxing,M,Light Heavyweight,Zhang Xiaoping,GOLD,Beijing,China,China,CHN,
33017,2008,Boxing,M,Light Heavyweight,Kenny Egan,SILVER,Beijing,China,Ireland,IRL,
33018,2008,Boxing,M,Light Heavyweight,Tony Jeffries,BRONZE,Beijing,China,Great Britain,GBR,
33019,2008,Boxing,M,Light Heavyweight,Yerkebulan Shynaliyev,BRONZE,Beijing,China,Kazakhstan,KAZ,
33020,2008,Boxing,M,Heavyweight,Rakhim Chakhkiev,GOLD,Beijing,China,Russia,RUS,
33021,2008,Boxing,M,Heavyweight,Clemente Russo,SILVER,Beijing,China,Italy,ITA,
33022,2008,Boxing,M,Heavyweight,Deontay Wilder,BRONZE,Beijing,China,United States,USA,
33023,2008,Boxing,M,Heavyweight,Osmay Acosta,BRONZE,Beijing,China,Cuba,CUB,
33024,2008,Boxing,M,Super Heavyweight,Roberto Cammarelle,GOLD,Beijing,China,Italy,ITA,
33025,2008,Boxing,M,Super Heavyweight,Zhang Zhilei,SILVER,Beijing,China,China,CHN,
33026,2008,Boxing,M,Super Heavyweight,David Price,BRONZE,Beijing,China,Great Britain,GBR,
33027,2008,Boxing,M,Super Heavyweight,Vyacheslav Glazkov,BRONZE,Beijing,China,Ukraine,UKR,
33028,2008,Canoeing,M,K1 500m Kayak Singles,Ken Wallace,GOLD,Beijing,China,Australia,AUS,
33029,2008,Canoeing,M,K1 500m Kayak Singles,Adam van Koeverden,SILVER,Beijing,China,Canada,CAN,
33030,2008,Canoeing,M,K1 500m Kayak Singles,Tim Brabants,BRONZE,Beijing,China,Great Britain,GBR,
33031,2008,Canoeing,F,K1 500m Kayak Singles,Inna Osypenko,GOLD,Beijing,China,Ukraine,UKR,
33032,2008,Canoeing,F,K1 500m Kayak Singles,Josefa Idem,SILVER,Beijing,China,Italy,ITA,
33033,2008,Canoeing,F,K1 500m Kayak Singles,Katrin Wagner,BRONZE,Beijing,China,Germany,DEU,
33034,2008,Canoeing,M,K1 1000m Kayak Singles,Tim Brabants,GOLD,Beijing,China,Great Britain,GBR,
33035,2008,Canoeing,M,K1 1000m Kayak Singles,Eirik Larsen,SILVER,Beijing,China,Norway,NOR,
33036,2008,Canoeing,M,K1 1000m Kayak Singles,Ken Wallace,BRONZE,Beijing,China,Australia,AUS,
33037,2008,Canoeing,M,K2 500m Kayak Pairs,Carlos Perez,GOLD,Beijing,China,Spain,ESP,
33038,2008,Canoeing,M,K2 500m Kayak Pairs,Saul Craviotto,GOLD,Beijing,China,Spain,ESP,
33039,2008,Canoeing,M,K2 500m Kayak Pairs,Ronald Rauhe,SILVER,Beijing,China,Germany,DEU,
33040,2008,Canoeing,M,K2 500m Kayak Pairs,Tim Wieskötter,SILVER,Beijing,China,Germany,DEU,
33041,2008,Canoeing,M,K2 500m Kayak Pairs,Raman Piatrushenka,BRONZE,Beijing,China,Belarus,BLR,
33042,2008,Canoeing,M,K2 500m Kayak Pairs,Vadzim Makhneu,BRONZE,Beijing,China,Belarus,BLR,
33043,2008,Canoeing,F,K2 500m Kayak Pairs,Katalin Kovacs,GOLD,Beijing,China,Hungary,HUN,
33044,2008,Canoeing,F,K2 500m Kayak Pairs,Natasa Janics,GOLD,Beijing,China,Hungary,HUN,
33045,2008,Canoeing,F,K2 500m Kayak Pairs,Beata Mikolajczyk,SILVER,Beijing,China,Poland,POL,
33046,2008,Canoeing,F,K2 500m Kayak Pairs,Aneta Konieczna,SILVER,Beijing,China,Poland,POL,
33047,2008,Canoeing,F,K2 500m Kayak Pairs,Marie Delattre,BRONZE,Beijing,China,France,FRA,
33048,2008,Canoeing,F,K2 500m Kayak Pairs,Anne-Laure Viard,BRONZE,Beijing,China,France,FRA,
33049,2008,Canoeing,M,K2 1000m Kayak Pairs,Martin Hollstein,GOLD,Beijing,China,Germany,DEU,
33050,2008,Canoeing,M,K2 1000m Kayak Pairs,Andreas Ihle,GOLD,Beijing,China,Germany,DEU,
33051,2008,Canoeing,M,K2 1000m Kayak Pairs,Kim Knudsen,SILVER,Beijing,China,Denmark,DNK,
33052,2008,Canoeing,M,K2 1000m Kayak Pairs,Rene Poulsen,SILVER,Beijing,China,Denmark,DNK,
33053,2008,Canoeing,M,K2 1000m Kayak Pairs,Andrea Facchin,BRONZE,Beijing,China,Italy,ITA,
33054,2008,Canoeing,M,K2 1000m Kayak Pairs,Antonio Scaduto,BRONZE,Beijing,China,Italy,ITA,
33055,2008,Canoeing,F,K4 500m Kayak Fours,Katrin Wagner,GOLD,Beijing,China,Germany,DEU,
33056,2008,Canoeing,F,K4 500m Kayak Fours,Conny Wassmuth,GOLD,Beijing,China,Germany,DEU,
33057,2008,Canoeing,F,K4 500m Kayak Fours,Fanny Fischer,GOLD,Beijing,China,Germany,DEU,
33058,2008,Canoeing,F,K4 500m Kayak Fours,Nicole Reinhardt,GOLD,Beijing,China,Germany,DEU,
33059,2008,Canoeing,F,K4 500m Kayak Fours,Natasa Janics,SILVER,Beijing,China,Hungary,HUN,
33060,2008,Canoeing,F,K4 500m Kayak Fours,Katalin Kovács,SILVER,Beijing,China,Hungary,HUN,
33061,2008,Canoeing,F,K4 500m Kayak Fours,Danuta Kozák,SILVER,Beijing,China,Hungary,HUN,
33062,2008,Canoeing,F,K4 500m Kayak Fours,Gabriella Szabó,SILVER,Beijing,China,Hungary,HUN,
33063,2008,Canoeing,F,K4 500m Kayak Fours,Lyndsie Fogarty,BRONZE,Beijing,China,Australia,AUS,
33064,2008,Canoeing,F,K4 500m Kayak Fours,Hannah Davis,BRONZE,Beijing,China,Australia,AUS,
33065,2008,Canoeing,F,K4 500m Kayak Fours,Lisa Oldenhof,BRONZE,Beijing,China,Australia,AUS,
33066,2008,Canoeing,F,K4 500m Kayak Fours,Chantal Meek,BRONZE,Beijing,China,Australia,AUS,
33067,2008,Canoeing,M,K4 1000m Kayak Fours,Vadzim Makhneu,GOLD,Beijing,China,Belarus,BLR,
33068,2008,Canoeing,M,K4 1000m Kayak Fours,Artur Litvinchuk,GOLD,Beijing,China,Belarus,BLR,
33069,2008,Canoeing,M,K4 1000m Kayak Fours,Raman Piatrushenka,GOLD,Beijing,China,Belarus,BLR,
33070,2008,Canoeing,M,K4 1000m Kayak Fours,Aliaksei Abalmasau,GOLD,Beijing,China,Belarus,BLR,
33071,2008,Canoeing,M,K4 1000m Kayak Fours,Michal Riszdorfer,SILVER,Beijing,China,Slovenia,SVN,
33072,2008,Canoeing,M,K4 1000m Kayak Fours,Richard Riszdorfer,SILVER,Beijing,China,Slovenia,SVN,
33073,2008,Canoeing,M,K4 1000m Kayak Fours,Juraj Tarr,SILVER,Beijing,China,Slovenia,SVN,
33074,2008,Canoeing,M,K4 1000m Kayak Fours,Erik Vlcek,SILVER,Beijing,China,Slovenia,SVN,
33075,2008,Canoeing,M,K4 1000m Kayak Fours,Bjorn Hogel Goldschmidt,BRONZE,Beijing,China,Germany,DEU,
33076,2008,Canoeing,M,K4 1000m Kayak Fours,Lutz Altepost,BRONZE,Beijing,China,Germany,DEU,
33077,2008,Canoeing,M,K4 1000m Kayak Fours,Norman Brockl,BRONZE,Beijing,China,Germany,DEU,
33078,2008,Canoeing,M,K4 1000m Kayak Fours,Torsten Eckbrett,BRONZE,Beijing,China,Germany,DEU,
33079,2008,Canoeing,M,K1 Kayak Slalom Singles,Alexander Grimm,GOLD,Beijing,China,Germany,DEU,
33080,2008,Canoeing,M,K1 Kayak Slalom Singles,Fabien Lefevre,SILVER,Beijing,China,France,FRA,
33081,2008,Canoeing,M,K1 Kayak Slalom Singles,Benjamin Boukpeti,BRONZE,Beijing,China,Togo,TGO,
33082,2008,Canoeing,F,K1 Kayak Slalom Singles,Elena Kaliska,GOLD,Beijing,China,Slovakia,SVK,
33083,2008,Canoeing,F,K1 Kayak Slalom Singles,Jacqueline Lawrence,SILVER,Beijing,China,Australia,AUS,
33084,2008,Canoeing,F,K1 Kayak Slalom Singles,Violetta OblingerPeters,BRONZE,Beijing,China,Austria,AUT,
33085,2008,Canoeing,M,C1 500m Canadian Singles,Maxim Opalev,GOLD,Beijing,China,Russia,RUS,
33086,2008,Canoeing,M,C1 500m Canadian Singles,David Cal,SILVER,Beijing,China,Spain,ESP,
33087,2008,Canoeing,M,C1 500m Canadian Singles,Yuriy Cheban,BRONZE,Beijing,China,Ukraine,UKR,
33088,2008,Canoeing,M,C1 1000m Canadian Singles,Attila Vajda,GOLD,Beijing,China,Hungary,HUN,
33089,2008,Canoeing,M,C1 1000m Canadian Singles,David Cal,SILVER,Beijing,China,Spain,ESP,
33090,2008,Canoeing,M,C1 1000m Canadian Singles,Thomas Hall,BRONZE,Beijing,China,Canada,CAN,
33091,2008,Canoeing,M,C2 500m Canadian Pairs,Yang Wenjun,GOLD,Beijing,China,China,CHN,
33092,2008,Canoeing,M,C2 500m Canadian Pairs,Meng Guanliang,GOLD,Beijing,China,China,CHN,
33093,2008,Canoeing,M,C2 500m Canadian Pairs,Alexander Kostoglod,SILVER,Beijing,China,Russia,RUS,
33094,2008,Canoeing,M,C2 500m Canadian Pairs,Sergey Ulegin,SILVER,Beijing,China,Russia,RUS,
33095,2008,Canoeing,M,C2 500m Canadian Pairs,Christian Gille,BRONZE,Beijing,China,Germany,DEU,
33096,2008,Canoeing,M,C2 500m Canadian Pairs,Tomasz Wylenzek,BRONZE,Beijing,China,Germany,DEU,
33097,2008,Canoeing,M,C2 1000m Canadian Pairs,Aliaksandr Bahdanovich,GOLD,Beijing,China,Belarus,BLR,
33098,2008,Canoeing,M,C2 1000m Canadian Pairs,Andrei Bahdanovich,GOLD,Beijing,China,Belarus,BLR,
33099,2008,Canoeing,M,C2 1000m Canadian Pairs,Tomasz Wylenzek,SILVER,Beijing,China,Germany,DEU,
33100,2008,Canoeing,M,C2 1000m Canadian Pairs,Christian Gille,SILVER,Beijing,China,Germany,DEU,
33101,2008,Canoeing,M,C2 1000m Canadian Pairs,Gyorgy Kozmann,BRONZE,Beijing,China,Hungary,HUN,
33102,2008,Canoeing,M,C2 1000m Canadian Pairs,Tamas Kiss,BRONZE,Beijing,China,Hungary,HUN,
33103,2008,Canoeing,M,C1 Canadian Slalom Singles,Michal Martikán,GOLD,Beijing,China,Slovakia,SVK,
33104,2008,Canoeing,M,C1 Canadian Slalom Singles,David Florence,SILVER,Beijing,China,Great Britain,GBR,
33105,2008,Canoeing,M,C1 Canadian Slalom Singles,Robin Bell,BRONZE,Beijing,China,Australia,AUS,
33106,2008,Canoeing,M,C2 Canadian Slalom Pairs,Pavol Hochschorner,GOLD,Beijing,China,Slovakia,SVK,
33107,2008,Canoeing,M,C2 Canadian Slalom Pairs,Peter Hochschorner,GOLD,Beijing,China,Slovakia,SVK,
33108,2008,Canoeing,M,C2 Canadian Slalom Pairs,Ondrej Stepanek,SILVER,Beijing,China,Czech Republic,CZE,
33109,2008,Canoeing,M,C2 Canadian Slalom Pairs,Jaroslav Volf,SILVER,Beijing,China,Czech Republic,CZE,
33110,2008,Canoeing,M,C2 Canadian Slalom Pairs,Mikhail Kuznetsov,BRONZE,Beijing,China,Russia,RUS,
33111,2008,Canoeing,M,C2 Canadian Slalom Pairs,Dmitry Larionov,BRONZE,Beijing,China,Russia,RUS,
33112,2008,Cycling,M,Individual Road Race,Samuel Sanchez,GOLD,Beijing,China,Spain,ESP,
33113,2008,Cycling,M,Individual Road Race,Fabian Cancellara,SILVER,Beijing,China,Switzerland,CHE,
33114,2008,Cycling,M,Individual Road Race,Aleksandr Kolobnev,BRONZE,Beijing,China,Russia,RUS,
33115,2008,Cycling,F,Individual Road Race,Nicole Cooke,GOLD,Beijing,China,Great Britain,GBR,
33116,2008,Cycling,F,Individual Road Race,Emma Johansson,SILVER,Beijing,China,Sweden,SWE,
33117,2008,Cycling,F,Individual Road Race,Tatiana Guderzo,BRONZE,Beijing,China,Italy,ITA,
33118,2008,Cycling,M,Individual Road Time Trial,Fabian Cancellara,GOLD,Beijing,China,Switzerland,CHE,
33119,2008,Cycling,M,Individual Road Time Trial,Gustav Larsson,SILVER,Beijing,China,Sweden,SWE,
33120,2008,Cycling,M,Individual Road Time Trial,Levi Leipheimer,BRONZE,Beijing,China,United States,USA,
33121,2008,Cycling,F,Individual Road Time Trial,Kristin Armstrong,GOLD,Beijing,China,United States,USA,
33122,2008,Cycling,F,Individual Road Time Trial,Emma Pooley,SILVER,Beijing,China,Great Britain,GBR,
33123,2008,Cycling,F,Individual Road Time Trial,Karin Thurig,BRONZE,Beijing,China,Switzerland,CHE,
33124,2008,Cycling,M,Individual Sprint,Chris Hoy,GOLD,Beijing,China,Great Britain,GBR,
33125,2008,Cycling,M,Individual Sprint,Jason Kenny,SILVER,Beijing,China,Great Britain,GBR,
33126,2008,Cycling,M,Individual Sprint,Mickael Bourgain,BRONZE,Beijing,China,France,FRA,
33127,2008,Cycling,F,Individual Sprint,Victoria Pendleton,GOLD,Beijing,China,Great Britain,GBR,
33128,2008,Cycling,F,Individual Sprint,Anna Meares,SILVER,Beijing,China,Australia,AUS,
33129,2008,Cycling,F,Individual Sprint,Guo Shuang,BRONZE,Beijing,China,China,CHN,
33130,2008,Cycling,M,Keirin,Chris Hoy,GOLD,Beijing,China,Great Britain,GBR,
33131,2008,Cycling,M,Keirin,Ross Edgar,SILVER,Beijing,China,Great Britain,GBR,
33132,2008,Cycling,M,Keirin,Kiyofumi Nagai,BRONZE,Beijing,China,Japan,JPN,
33133,2008,Cycling,M,Team Sprint,Chris Hoy,GOLD,Beijing,China,Great Britain,GBR,
33134,2008,Cycling,M,Team Sprint,Jason Kenny,GOLD,Beijing,China,Great Britain,GBR,
33135,2008,Cycling,M,Team Sprint,Jamie Staff,GOLD,Beijing,China,Great Britain,GBR,
33136,2008,Cycling,M,Team Sprint,Kevin Sireau,SILVER,Beijing,China,France,FRA,
33137,2008,Cycling,M,Team Sprint,Grégory Baugé,SILVER,Beijing,China,France,FRA,
33138,2008,Cycling,M,Team Sprint,Arnaud Tournant,SILVER,Beijing,China,France,FRA,
33139,2008,Cycling,M,Team Sprint,Mickael Bourgain,SILVER,Beijing,China,France,FRA,
33140,2008,Cycling,M,Team Sprint,Maximillian Levy,BRONZE,Beijing,China,Germany,DEU,
33141,2008,Cycling,M,Team Sprint,Stefan Nimke,BRONZE,Beijing,China,Germany,DEU,
33142,2008,Cycling,M,Team Sprint,Rene Enders,BRONZE,Beijing,China,Germany,DEU,
33143,2008,Cycling,M,Individual Pursuit,Bradley Wiggins,GOLD,Beijing,China,Great Britain,GBR,
33144,2008,Cycling,M,Individual Pursuit,Hayden Roulston,SILVER,Beijing,China,New Zealand,NZL,
33145,2008,Cycling,M,Individual Pursuit,Steven Burke,BRONZE,Beijing,China,Great Britain,GBR,
33146,2008,Cycling,F,Individual Pursuit,Rebecca Romero,GOLD,Beijing,China,Great Britain,GBR,
